Rank	Query#	Scores	Document#	Snippet of text#	Valid ranks count
2	213	0.4	1043	on transverse vibrations of thin shallow elastic shells	1013
3	213	0.37	890	comments on thermal buckling of clamped cylindrical shells	1013
4	213	0.34	826	small bending and stretching of sandwich type shells	1013
5	213	0.33	889	a simplified method of elastic stability analysis for thin cylindrical shells	1013
6	213	0.33	1044	on the theory of thin elastic shells	1013
7	213	0.33	887	buckling due to thermal stress of cylindrical shells subjected to axial temperature distributions	1013
8	213	0.32	1071	stability of thin torispherical shells under uniform internal pressure	1013
9	213	0.31	953	vibrations of infinitely long cylindrical shells under initial stress	1013
10	213	0.31	885	buckling of thin cylindrical shells under hoop stresses varying in axial direction	1013
*********************************************************************************
1	214	0.35	1045	the bending strength of pressurized cylinders	980
2	214	0.34	955	the membrane approach to bending instability of pressureized cylindrical shells	980
3	214	0.26	763	effects of internal pressure on the buckling of circularcylindrical shells under bending	980
4	214	0.22	840	analysis of partly wrinkled membrane	980
5	214	0.21	841	on the bending of circular cylindrical shells under pure bending	980
6	214	0.2	838	bending and compression tests of pressurised ringstiffened cylinders	980
7	214	0.2	839	the bending stability of thin walled unstiffened circular cylinders including the effects of internal pressure	980
8	214	0.19	730	on the bending of a clamped plate	980
9	214	0.19	1126	an engineers conceptual approach to the buckling of cylindrical shell axial loading	980
10	214	0.19	1363	a characteristic type of instability in the large deflections of elastic plates	980
*********************************************************************************
1	215	0.36	1045	the bending strength of pressurized cylinders	1060
2	215	0.29	839	the bending stability of thin walled unstiffened circular cylinders including the effects of internal pressure	1060
3	215	0.26	763	effects of internal pressure on the buckling of circularcylindrical shells under bending	1060
4	215	0.26	1046	the bending strength of pressurized cylinders	1060
5	215	0.23	838	bending and compression tests of pressurised ringstiffened cylinders	1060
6	215	0.23	1126	an engineers conceptual approach to the buckling of cylindrical shell axial loading	1060
7	215	0.22	1024	note on creep buckling of columns	1060
8	215	0.22	1176	bending tests of ringstiffened circular cylinders	1060
9	215	0.2	1116	general instability of stiffened cylinders	1060
10	215	0.2	928	a new theory for the buckling of thin cylinders under axial compression and bending	1060
*********************************************************************************
1	216	0.58	1045	the bending strength of pressurized cylinders	938
2	216	0.5	955	the membrane approach to bending instability of pressureized cylindrical shells	938
3	216	0.31	840	analysis of partly wrinkled membrane	938
4	216	0.29	641	reduction of the clamped plate to two membrane problems with an application to uniformly loaded sectors	938
5	216	0.26	854	boundaryvalue problems of the thinwalled circular cylinder	938
6	216	0.25	763	effects of internal pressure on the buckling of circularcylindrical shells under bending	938
7	216	0.24	839	the bending stability of thin walled unstiffened circular cylinders including the effects of internal pressure	938
8	216	0.23	730	on the bending of a clamped plate	938
9	216	0.22	1046	the bending strength of pressurized cylinders	938
10	216	0.21	1363	a characteristic type of instability in the large deflections of elastic plates	938
*********************************************************************************
1	217	0.63	956	elastic stability of simply supported corrugated core sand wich cylinders	654
2	217	0.48	1049	elastic constants for corrugated core sandwich plates	654
3	217	0.36	1050	compressive buckling of simply supported curved plates and cylinders of sandwich construction	654
4	217	0.27	1128	face wrinkling and core strength in sandwich construction	654
5	217	0.25	1358	compressive buckling of simply supported plates with transverse stiffeners	654
6	217	0.24	1171	the stability under axial compression and lateral pressure of circular cylindrical shells with a soft elastic core	654
7	217	0.23	720	a note on the use of sandwich structures in severe acoustic environments	654
8	217	0.23	1172	elastic stability of circular cylindrical shells stabilized by a soft elastic core	654
9	217	0.21	1048	a small deflection theory for curved sandwich plates	654
10	217	0.21	843	a simplified method of elastic stability analysis for thin cylindrical shells	654
*********************************************************************************
1	218	0.49	1048	a small deflection theory for curved sandwich plates	823
2	218	0.42	956	elastic stability of simply supported corrugated core sand wich cylinders	823
3	218	0.41	1050	compressive buckling of simply supported curved plates and cylinders of sandwich construction	823
4	218	0.38	720	a note on the use of sandwich structures in severe acoustic environments	823
5	218	0.36	761	buckling of sandwich under normal pressure	823
6	218	0.35	1126	an engineers conceptual approach to the buckling of cylindrical shell axial loading	823
7	218	0.34	1049	elastic constants for corrugated core sandwich plates	823
8	218	0.29	888	combinations of temperature and axial compression required for buckling of a ringstiffened cylinder	823
9	218	0.27	642	the buckling strength of a uniform circular cylinder loaded in axial compression	823
10	218	0.23	928	a new theory for the buckling of thin cylinders under axial compression and bending	823
*********************************************************************************
1	219	0.41	930	general theory of large deflections of thin shells with special applications to conical shells	766
2	219	0.34	1070	buckling of orthotropic and stiffened conical shells	766
3	219	0.27	1058	the conical disk spring	766
4	219	0.23	926	post buckling behaviour of circular cylinderical shells under hydrostatic pressure	766
5	219	0.22	1068	instability analysis of cylindrical shells under hydrostatic pressure	766
6	219	0.22	1059	the nonlinear conical spring	766
7	219	0.22	1044	on the theory of thin elastic shells	766
8	219	0.2	898	a survey of buckling theory and experiment for circular conical shells of constant thickness	766
9	219	0.2	1361	large deflections of structures subjected to heating and external loads	766
10	219	0.19	633	an extension of the method of generalised conical flows for lifting wings in supersonic flow	766
*********************************************************************************
1	223	0.59	1062	an experimental and theoretical investigation of secondorder wingbody interference at high mach number	794
2	223	0.59	1074	theoretical and experimental investigation of secondorder supersonic wingbody interference	794
3	223	0.48	1075	an experimental and theoretical investigation of secondorder supersonic wingbody interference for a nonlifting body with wings at incidence	794
